Book_ID,publishDate,firstPublishDate
42046112,11/06/2019,
8366402,08/03/2011,
6335026,28/07/2009,08/01/2008
84573,01/05/2003,28/09/1941
17886,01/01/1988,
15755296,24/09/2013,
20912424,08/01/2015,
9118135,07/06/2011,05/03/2011
8696,13/10/1992,02/01/1990
15982935,06/09/2012,01/01/2012
107664,01/10/2006,01/01/2005
7882,01/01/2007,28/10/1937
11607,01/08/1999,05/01/1982
348573,01/04/2003,28/10/1952
3467,01/01/1970,
91479,05/08/2003,08/01/2003
13477676,13/08/2013,
321950,11/01/1984,28/10/1984
44150974,05/11/2019,
22911,02/07/1996,28/10/1927
175242,01/07/2000,05/11/1999
8563789,03/05/2011,
39033,01/07/2004,07/01/2003
6916963,30/03/2010,
201345,30/09/1999,28/10/1993
17725246,01/01/1970,20/10/2010
481749,01/09/2001,28/10/2015
6371117,17/11/2009,29/10/2009
9553503,01/10/2011,
7849034,28/05/2013,03/01/2013
12661,09/09/2003,28/10/1978
10551947,01/11/2011,28/10/2011
12813630,03/09/2013,
17860199,24/09/2013,28/10/2011
162332,31/05/1994,28/10/1963
186103,07/09/2006,25/08/2005
7823678,09/11/2010,28/10/2010
13812,01/01/1994,10/01/1982
14060046,31/05/2013,
380017,19/03/1996,28/10/1995
22917,12/09/1976,17/01/2012
4373,04/04/2006,26/01/2000
17878917,27/04/2013,28/10/1983
41811,01/01/1970,28/02/1954
336245,24/05/2005,06/01/2004
13324841,02/10/2012,
11922,28/09/2004,24/12/2002
6348045,02/11/2009,28/10/2009
277397,03/05/1990,21/01/1987
44796,01/08/2005,28/10/2019
6597651,01/09/2009,
2168850,01/01/1970,
17792606,05/11/2013,
32145,17/05/2004,17/04/2003
7619292,16/03/2010,
452220,01/02/2001,28/10/1962
76740,08/07/1999,28/03/1953
17465453,01/10/2013,
7119070,01/01/1970,
23604559,16/06/2015,09/04/2013
27068734,07/06/2016,
1429,26/04/2000,28/10/1996
40801157,07/02/2012,
669780,01/01/1970,28/10/1966
117047,06/04/2006,28/01/1986
10327303,21/06/2011,
2090640,24/06/2008,
57586,04/08/1999,28/10/1925
43841,06/02/1996,01/01/1994
7802254,30/08/2011,
17565845,04/03/2014,
59145,17/12/1997,28/10/1935
3368983,07/10/2008,
141526,31/05/2002,28/10/1994
5360,03/02/2004,28/03/2001
9409469,30/08/2011,01/01/2011
6464094,01/09/2009,01/01/2009
6319978,06/10/2009,09/02/2009
90192,08/08/2005,28/03/1951
28815,26/12/2006,28/10/1984
11734,05/04/2001,28/05/2000
18528454,10/12/2013,
52350,23/07/2002,28/09/1972
9850443,26/04/2011,
111300,30/11/2000,28/10/1933
22471294,25/08/2014,14/08/2014
71332,29/04/1997,06/11/1996
13228487,01/07/2012,
21704,16/08/2006,09/01/1987
17162,14/09/2004,28/10/1974
816440,01/02/1990,28/10/1936
36642458,06/11/2018,
8712343,31/05/2011,
8540357,01/01/1970,09/01/2009
158770,01/12/1995,28/10/2022
7821447,04/05/2010,
225038,31/03/1999,28/10/1954
8258519,21/09/2010,09/03/2009
203818,02/02/2007,28/10/2020
6600807,29/07/2010,28/07/2010
11041,01/05/2006,28/10/1969
21449526,01/03/2014,
25051,14/08/2007,28/10/1947
3863861,01/10/2008,
129621,01/01/1999,28/10/1989
104837,01/01/1970,28/10/2006
61672,16/09/2002,28/10/1954
34879754,01/10/2017,
24835,01/03/2005,28/10/1960
12908877,08/05/2012,
782580,05/03/1997,28/10/2013
37570546,02/04/2019,
50667,01/05/1999,28/10/1964
6366437,06/10/2009,10/06/2008
286957,01/09/1996,01/10/1992
40290,01/04/1988,07/01/1987
45685,01/01/1970,23/02/1987
78427,01/02/2007,01/01/1994
5231173,01/06/2009,
9355,30/05/2006,28/10/2005
139569,01/11/2003,28/10/1993
99664,14/11/2006,28/04/1925
74341,15/10/1986,28/10/1986
3475161,07/04/2009,
12925063,08/08/2011,
11283685,29/07/2011,04/06/2011
8835897,19/04/2011,04/01/2011
13503109,11/09/2012,22/03/2010
140974,15/12/1999,20/10/1998
23016317,22/06/2012,06/11/2012
12829446,22/05/2012,01/01/2012
7640705,09/11/2010,14/10/2010
138202,28/08/2001,
22510983,25/11/2014,
119382,23/08/1996,11/10/1988
10429092,20/09/2011,
9565045,16/08/2011,
36697343,01/12/2017,
41723459,01/06/2019,
352965,01/12/2004,01/01/1999
1148721,01/01/1970,28/10/1986
142296,01/01/1997,12/01/1983
112078,30/03/1999,28/10/1986
13596166,04/06/2013,
10860399,10/05/2011,19/04/2011
535441,16/09/2003,09/01/2003
8306745,15/03/2011,03/01/2011
87280,01/08/2007,28/10/1976
18869967,17/12/2013,28/10/1936
17191029,01/01/2013,11/02/2001
6357708,07/06/2010,
15778138,30/10/2012,
20504754,13/02/2014,
7362158,29/04/2010,
18108281,01/04/2014,
115476,31/12/2002,28/10/2004
4701550,31/03/2009,
16322,01/09/2006,01/06/1936
30194,03/08/2004,
44660,28/10/1986,28/10/1984
118541,15/08/1998,28/10/1988
43781,02/10/2001,17/10/2000
16948,02/02/1999,28/10/1998
139417,28/03/2006,30/09/2000
11919,31/05/2005,
82434,09/05/2006,31/03/2003
18498576,11/02/2014,
16431,25/07/2006,01/01/1997
3665811,09/04/2009,02/04/2009
25689074,02/02/2016,
41591675,21/08/2018,
3384,01/03/1999,01/01/1998
96281,01/02/1992,
133664,01/02/2010,28/10/2005
395233,31/07/1997,28/10/2014
3223761,01/10/2008,28/10/2008
19351043,12/05/2015,
3007704,01/06/2008,
7823549,07/09/2010,
899492,01/01/1970,28/10/1943
17287259,01/01/2013,27/11/2012
30240,15/03/2005,03/01/2002
74532,01/01/1970,28/10/1981
180426,01/12/2005,12/01/1999
13573795,18/09/2012,17/09/2012
18214414,24/06/2014,19/06/2014
298137,01/03/2005,28/10/2003
94486,31/08/2003,28/10/1940
91475,03/04/2007,
1111600,,15/11/1990
89399,01/11/2002,21/11/1999
10619,01/01/1970,
89656,29/11/2005,28/10/1986
253264,20/03/2007,28/10/1955
107774,28/04/1991,28/12/1987
365006,08/04/2007,28/10/1995
6087756,04/05/2010,
93436,02/10/2006,28/10/2006
35714190,20/07/2017,
17490,01/07/2002,01/01/1991
8694389,29/03/2011,
25526296,05/04/2016,
6472451,01/09/2009,
115076,01/12/2006,29/12/2005
9917879,30/08/2011,
1317181,01/01/1970,
851393,24/03/1998,28/10/1927
27014776,26/08/2015,10/01/2011
10104,01/01/1970,
11711,01/01/1970,28/10/2003
27774596,19/07/2016,23/09/2015
24815,01/01/1970,
94672,06/06/2006,18/06/2004
48037,05/09/2000,28/10/1972
9292965,23/11/2013,23/11/2010
28248,01/01/1970,26/10/2005
9418,27/12/2004,09/03/2001
68528,26/12/2006,10/03/2005
38568,25/10/2005,
17912005,29/05/2013,28/05/2013
28382,29/12/2006,28/10/1935
20359114,28/12/2013,12/12/2013
14316,27/02/2007,04/11/2006
18624197,13/12/2013,12/12/2013
32702285,21/10/2016,
53052896,02/04/2020,
18210758,13/05/2014,
15724654,24/08/2012,
53293947,01/04/2020,
7973,31/05/2005,01/01/1999
13574417,04/02/2014,
9503,26/09/2006,28/10/2005
121927,27/03/2007,28/10/2006
4107256,21/09/2009,
13049981,22/01/2013,
18134249,11/08/2013,
11887020,03/01/2012,
24934065,08/03/2016,
3173558,27/01/2009,
21727,24/10/2006,31/08/1993
6433752,03/11/2009,
25712564,20/10/2015,15/10/2015
7510,01/05/2003,06/10/2002
37677,14/07/2006,28/10/2003
6609549,05/01/2010,04/01/2009
30005,01/05/2003,02/01/1929
5883777,29/11/2007,
11563110,17/01/2012,
15757434,19/07/2012,18/07/2012
38820046,04/09/2018,30/08/2018
30512,04/06/1998,28/10/1993
8113344,02/09/2010,
129617,01/12/2002,05/01/1993
920395,01/01/1970,28/04/1994
357486,18/04/2006,28/10/1997
220968,28/03/2006,14/06/2005
2208744,29/04/2008,
26119524,15/09/2015,
40020563,01/02/2019,
662597,01/02/2002,30/10/2000
1464757,01/01/1970,
27190613,28/06/2016,
60211,03/06/1984,28/05/1980
10866624,11/09/2012,
38474,11/09/2001,28/05/1962
25014114,17/01/2017,
187650,01/09/1998,26/01/1992
20911450,10/02/2015,
288644,01/01/1970,
588234,04/03/1986,28/10/1977
12116,30/11/2004,28/10/2004
636802,01/01/1970,28/10/2022
13839,28/05/2002,05/08/2001
20512062,01/02/2014,01/09/2014
209194,01/01/1970,22/08/2024
10128428,13/09/2011,
12125,01/08/2002,28/10/1981
6909544,30/03/2010,
27904311,04/10/2016,
34529,01/08/2005,28/11/1992
3334563,27/10/2008,28/10/2008
8665876,23/05/2011,
49813776,01/05/2020,
40604846,29/12/2009,
107779,21/05/2002,07/01/1989
6330,01/01/1970,28/10/1978
3831279,01/01/1970,28/08/2007
758901,01/01/1984,28/12/1972
15745371,23/04/2013,
6578293,12/10/2009,
20578940,09/09/2014,
1048645,01/10/2004,28/10/2003
12394068,01/03/2012,
270032,25/08/1997,28/10/1953
22286,04/01/2007,28/10/2006
816870,01/04/1987,28/10/1943
5355,01/01/2006,05/01/1994
24408,01/09/1997,06/01/1961
1832749,08/01/2008,
9838977,24/11/2010,
16117506,16/04/2013,
22733729,29/07/2014,
1335019,27/03/2008,28/10/2008
5413,01/11/2005,17/10/1975
760,01/11/2006,02/01/2004
273511,04/04/2006,05/10/2005
23221,31/08/2006,
24687,11/03/2003,12/01/2001
481446,10/07/2007,28/10/2007
13146214,07/02/2012,
17322045,29/12/2012,15/12/2012
346087,04/12/2007,
8785374,13/10/2011,
7783920,12/10/2010,
10397655,02/08/2011,
2334751,28/04/2008,
268601,28/12/1995,12/01/1995
3660304,01/01/1970,
15992895,26/08/2012,
61549,02/11/1992,28/10/1938
7748,01/10/2006,01/01/1973
11466,20/01/2000,28/10/1989
6080889,01/05/2009,
20958632,13/01/2015,
2049993,01/01/1970,06/01/2007
41123272,25/10/2018,
80754,18/07/2006,01/01/2005
110428,09/03/2004,28/10/2001
61049,27/07/1999,31/03/1998
6389704,03/11/2009,01/01/2009
3437409,01/01/1970,28/10/1962
117,15/08/1987,04/01/1984
3293821,01/01/2009,
3066,05/05/2004,28/10/1966
19346451,26/08/2014,
8965,01/10/2002,30/05/2000
498835,31/10/2007,
63913,01/01/1970,
18874565,19/11/2013,
41787334,08/09/2018,
47916,17/02/2003,28/10/1987
18580,01/12/1993,28/10/1973
6609758,01/02/2010,11/08/2008
25224799,08/10/2015,
7977973,01/01/1970,28/02/2007
25200,01/01/1999,28/10/1966
17563755,01/01/1970,
128092,01/01/1970,29/10/1968
10607,30/09/2003,15/09/2001
395962,14/03/2003,04/06/2002
179735,01/06/2005,12/01/1989
13580928,05/02/2013,
5454,01/12/2004,22/04/2003
6506307,11/02/2010,
17157681,30/08/2012,21/09/1937
916114,01/01/1970,28/10/1936
95621,01/01/1970,
17262100,24/09/2013,
9534,09/12/2001,12/10/2000
124272,08/04/2003,28/10/2002
5135798,28/05/2009,
9865,04/07/1996,28/10/1995
47615,27/09/2005,28/03/2003
25,28/06/2000,05/12/1999
34503,20/08/2002,28/10/2001
32370,01/04/2004,01/01/2003
7015403,27/08/2010,
8797,01/08/2006,28/10/1996
21414439,05/01/2016,
20342617,21/10/2014,
18210693,04/02/2014,
595375,01/01/1970,07/01/1982
71778,24/09/2002,
30187,29/08/2006,28/08/2001
9637479,03/05/2011,01/01/2011
62485,01/02/2001,01/01/1990
3373198,30/12/2008,
3257136,24/09/2008,
10431447,30/08/2011,
15783307,11/10/2012,10/01/2012
132626,28/04/2010,28/10/1987
41962,04/05/2006,28/10/1982
18075234,21/04/2015,
57460,30/08/2001,09/05/2000
446,17/10/2006,27/12/2005
9864,16/03/2000,28/04/1999
6665671,12/10/2010,
478951,02/04/2007,04/04/2006
11331421,31/01/2012,28/10/2002
24968392,07/07/2015,
43619901,12/02/2019,
22669832,04/07/2014,
19542841,02/06/2015,
12991188,22/05/2012,28/10/2002
3446,01/09/1999,28/10/1978
6748,02/02/1998,02/12/1997
6547188,23/02/2010,
263985,08/05/2007,31/08/2005
5954846,01/01/1970,28/10/1949
8546358,22/03/2011,
242472,15/05/2007,
86336,01/01/1970,28/10/2007
8475505,08/04/2014,
6718608,24/08/2010,01/01/2010
169718,29/05/2008,28/10/2022
8253,01/01/2007,28/10/1941
28940,12/11/1999,03/09/1995
16085481,11/06/2013,
9300768,07/02/2011,27/01/2011
202769,31/10/2006,28/10/2006
23814,10/12/2002,28/09/1985
714569,10/05/2007,05/10/1981
106393,01/02/2006,04/01/1999
100933,05/12/2005,28/12/1945
29800,18/08/2004,
23125266,09/11/2014,11/06/2014
304,01/01/1970,28/10/1976
56674,01/01/1985,28/10/1984
7576115,02/09/2010,01/01/2010
325128,01/06/2002,28/10/1986
28689,01/04/2005,08/07/1990
15985373,06/08/2013,08/01/2013
16054811,02/04/2013,28/10/2012
2363958,01/05/2001,28/10/1956
68984,02/01/2001,28/10/1963
18187013,10/07/2013,
299869,01/01/1970,28/10/1973
63038,19/08/2006,28/04/1969
4345290,01/10/2008,28/10/2008
6819,09/10/2001,19/08/1999
30821598,07/02/2017,
29751398,27/10/2017,27/10/2016
6316821,24/11/2009,
93788,01/11/2005,22/11/2004
180116,01/11/1992,01/01/1992
2927732,01/01/1970,28/10/1949
18479831,19/11/2013,05/08/2012
95186,01/01/1970,
18172471,04/02/2014,28/10/2014
26247008,26/07/2016,
6905012,15/03/2010,03/09/2010
14940,01/08/2006,01/01/1962
12588363,24/01/2012,
4497978,01/03/2009,28/10/2009
22020052,26/04/2014,
27188596,15/05/2018,
25251757,26/07/2016,
13416236,02/10/2012,10/01/2012
6609714,01/01/2010,
6647312,09/02/2010,28/12/2000
2133827,22/10/2007,28/10/2007
6423,01/06/2000,28/10/1999
364089,29/01/1997,28/10/1996
12857,08/04/2003,03/10/1966
7628,02/01/2003,17/03/2015
537070,01/05/2007,04/03/2007
21717,15/08/2006,
18516961,13/04/2013,
6054449,02/06/2009,
13363270,04/02/2012,
52117056,04/04/2020,
34275232,30/01/2018,
8407173,01/01/1970,31/03/2009
19548967,05/12/2013,20/11/2006
89055,01/05/1999,28/10/1997
2199587,29/07/2008,
9413044,24/01/2012,
10549501,01/11/2011,
6736971,13/04/2010,28/01/2010
47957,01/04/1999,
15703770,01/03/2013,
10567183,11/10/2011,
29981261,01/06/2016,26/04/2016
162089,26/03/2007,
4769247,26/05/2009,
712731,06/05/2007,04/08/2005
99085,02/06/2005,26/09/2000
17899696,14/01/2014,11/05/2013
47994,01/02/2006,28/05/1998
10073,02/05/2006,05/05/2005
8837,09/12/2002,02/06/1939
22674105,16/06/2015,
13570,27/04/2004,08/09/2003
13440,13/05/1993,21/06/1985
3359940,01/10/2008,28/10/2008
281235,08/08/2006,03/01/1979
36461844,18/10/2017,
78250,01/01/1970,28/10/1968
22297138,05/05/2015,
87745,03/04/2007,30/09/2000
11281852,04/10/2011,
30374784,18/05/2016,
5015,11/04/2006,28/02/2005
44001,01/04/2005,28/10/2004
387749,18/10/2007,11/12/1980
125956,08/02/2005,25/12/2003
18304,13/04/2002,06/02/1995
29236299,18/10/2016,
9804779,17/11/2010,28/10/1994
13137,20/05/2005,03/05/2001
20443235,29/03/2016,
11003,20/06/2006,21/06/2005
477338,08/11/2003,
4538,01/05/2003,09/01/1996
762476,01/07/1996,28/10/2014
98920,18/01/2007,28/03/2006
10165761,26/09/2012,
1820716,05/08/2006,
30653853,11/04/2017,
28243032,14/02/2017,
30225,05/06/2007,28/10/2007
189147,30/06/1998,28/10/1971
12926804,10/05/2012,
92308,25/05/2000,28/10/1998
397503,31/05/2007,28/10/1971
20910157,28/10/2014,
890143,05/05/2004,05/01/2004
12432550,14/09/2011,
627206,30/08/1999,28/10/1979
110391,27/06/2006,01/05/2000
381112,01/01/1970,28/10/1970
28588345,11/10/2016,
604635,07/07/2005,28/10/1996
785454,11/02/1994,28/10/1956
493455,23/10/2007,
12900174,12/10/2011,
10054335,26/07/2011,
13522957,03/03/2012,
360455,24/06/1997,28/10/1969
70912,01/01/1970,28/10/1971
6690979,26/01/2010,27/02/2007
23058402,01/01/2015,
32191710,02/05/2017,
24441347,27/10/2014,
40331,05/06/2004,15/07/2003
28374007,20/09/2016,
10221341,01/09/2011,
71252,06/08/1999,28/10/1995
1584974,02/10/2007,
12866426,10/04/2012,
18693627,24/06/2014,27/09/2012
814318,01/01/1970,28/10/1973
368593,25/06/2007,28/10/2007
396266,30/11/2006,
420180,31/12/2001,28/10/1946
425377,01/01/1995,
1406197,23/10/2007,
90475,26/07/2005,27/07/2004
29394,05/12/2006,
26889576,16/11/2015,15/03/2010
102305,01/10/2001,28/10/1967
2410506,01/04/2008,01/01/2008
68380,01/03/1988,09/01/1985
12063467,27/07/2011,
82751,06/05/2009,08/02/1999
30226,28/11/2006,01/01/2005
3300,07/11/2006,09/05/2006
416775,01/01/1970,14/09/1975
161426,30/11/2004,24/08/2004
4902793,12/11/2008,
99383,03/08/2004,08/01/2004
84146,28/11/2006,30/05/2006
12039534,01/06/2011,
6420846,27/10/2009,03/05/2009
13508406,09/03/2012,
14567915,14/08/2012,08/01/2012
15954655,07/08/2012,
19546932,18/12/2013,
18869947,16/09/2013,28/10/2013
19464292,11/12/2013,
1301,17/03/2004,28/10/2003
31436554,10/08/2016,
40273980,18/04/2001,
429024,25/01/2001,28/10/1940
71458,01/06/2001,26/08/1999
43325,01/09/1995,28/10/1994
1591,01/03/2003,28/10/2011
13445306,05/03/2013,
68526,23/01/2007,22/05/2006
3692,07/10/2004,28/10/1948
69499,23/08/2005,22/03/2000
18336965,10/02/2015,
33597279,12/09/2017,
35297426,17/04/2018,
60229,01/10/2001,
1397743,15/03/2007,28/10/2004
97411,26/08/2004,28/10/1964
22174792,01/01/1970,
12043770,31/01/2012,
11368591,11/05/2011,15/03/2011
287861,01/09/2004,16/11/2001
17375956,09/01/2013,
46465,26/09/2006,
18660447,05/05/2015,
49204605,16/11/2019,
3974,08/01/2007,
15779,19/01/2004,28/10/1978
37526,22/06/2004,28/10/2000
23587984,24/11/2014,
27431418,04/11/2015,
31817749,15/08/2017,
34440,27/07/1999,28/10/1947
12254379,18/10/2011,29/05/2009
35164507,12/05/2017,
42270550,05/10/2018,
4837112,01/02/2009,
68453,01/01/1970,
385706,01/07/2006,07/01/2005
18170039,04/02/2014,
116114,01/04/2004,28/10/1951
17927559,04/06/2013,06/02/2013
142458,01/01/1970,01/01/1969
1237398,23/06/2003,24/12/1997
444304,01/05/2003,
9957,05/08/2004,28/10/1978
15937108,29/08/2013,
760941,01/04/1990,06/08/1987
12846479,01/05/2012,28/10/2012
37800210,08/01/2014,
40180098,02/04/2019,04/03/2018
15676,01/10/2002,01/01/1986
13496738,31/07/2012,25/04/2012
17833099,15/08/2013,14/08/2013
17780,01/05/2001,05/08/2000
371787,13/10/1990,28/10/1989
8150317,28/06/2011,
15998621,11/10/2012,01/01/2012
26146630,21/08/2015,
73945,01/03/1997,28/10/1999
37757861,31/12/2016,
26025580,03/11/2015,17/06/2014
111021,14/11/2006,27/12/2005
102327,04/12/1984,28/12/1984
19095025,25/03/2014,
50905836,,09/03/2019
3338544,,01/01/1970
13125234,26/03/2013,
11449,18/06/1989,15/09/1983
37794574,19/05/2017,
6854,15/07/1998,15/02/1997
8269450,02/11/2010,05/04/2009
673657,01/03/1988,28/10/1987
292740,30/10/1996,07/10/1995
10538,17/10/2006,28/10/2006
12075,01/09/2001,28/10/2021
5191,30/03/1999,28/10/1998
95622,17/01/2007,28/10/1998
68531,08/11/2005,16/10/2000
118944,05/09/2006,09/01/2006
17833493,25/09/2013,
6163,28/09/1999,28/10/1994
17331518,17/12/2013,
13227454,24/07/2012,15/03/2012
88061,01/01/1970,28/07/1995
73084,01/04/1995,
7683299,08/06/2010,
2768169,06/05/2008,
224500,01/01/1970,
14495404,01/02/2012,
25101,10/03/1999,28/10/1991
17567,30/01/2004,28/10/2009
51106657,10/08/2019,
23196,01/12/1984,01/01/1983
26,28/08/1990,08/01/1989
54492,27/10/1994,28/10/1994
10108463,12/07/2011,
42932,02/12/1999,28/10/1986
13369678,01/06/2012,
3720975,03/03/2009,28/10/2009
1127783,12/04/2007,
1218052,10/02/1993,
5598113,28/04/2009,
6416903,08/03/2011,08/04/2009
10798418,27/12/2011,
164531,24/05/2000,28/10/2006
15547,01/04/1992,03/12/1986
5171,31/07/2001,28/10/2000
87640,29/11/2005,
5618698,31/03/2009,
67006,,28/10/1979
10079321,09/08/2011,28/10/2011
20603820,08/04/2014,
6611038,26/01/2010,01/04/2010
527823,24/09/2003,28/10/2002
39182872,09/10/2018,
8113681,01/01/1970,28/10/2013
68452,01/01/1970,28/10/1999
12522507,11/09/2012,
10915,01/08/2002,04/03/2001
216422,01/02/1994,28/10/1993
318016,24/04/2007,
9975679,06/09/2011,
40963358,07/01/2014,28/01/1975
10579,01/11/2005,01/01/2002
9888775,01/12/2011,
15820748,05/03/2013,
194366,28/10/1993,28/10/2004
25905,01/07/2003,28/10/2006
31331,04/11/2004,28/10/2003
11472,04/09/1999,30/09/1998
9415951,07/06/2011,
11112619,21/02/2012,
97486,03/09/2002,28/10/1989
345299,04/04/2005,03/01/2004
2152871,12/06/2008,31/05/2008
34890015,25/01/2018,
28247,01/02/2007,30/01/2007
7853137,06/07/2010,
12042279,24/01/2012,
439275,01/01/1970,26/06/2001
127584,13/10/1986,28/05/1971
125502,01/01/1970,28/10/2002
103342,01/05/2002,28/10/1999
23349901,18/08/2015,
505304,01/04/2001,28/10/1942
14896701,15/07/2013,09/11/2011
17332969,03/09/2013,
2152,26/04/2005,22/04/2004
15320,20/08/1997,28/10/1996
18341046,19/09/2013,15/09/2013
6058042,04/08/2009,
33722,25/04/2006,19/07/2005
2186848,17/06/2008,28/12/1993
52251,23/10/1989,28/10/1934
165030,24/04/2007,05/09/2006
25932,01/05/2006,28/10/1937
24453082,22/09/2015,
17465515,03/09/2013,22/09/2012
2798094,04/11/2008,
300225,01/06/1994,28/10/1977
10964693,11/10/2011,
18043539,06/06/2013,
33540548,05/12/2016,24/06/2011
1111,12/07/1975,16/09/1974
21466317,27/03/2014,
22910900,27/08/2015,
73095,01/02/1998,
13062645,01/03/2012,
143727,03/09/2005,10/01/2003
1633,31/12/2002,28/10/2001
3873,02/03/2004,28/10/1993
443103,24/02/1994,28/10/1957
422728,01/01/1975,12/03/1954
42771754,05/11/2019,
97961,01/04/1997,05/01/1996
63580,02/04/1991,05/01/1990
425029,01/01/1970,31/12/1986
230514,23/06/1997,28/10/1986
128066,01/01/1970,28/10/1946
40492305,01/02/2019,
44687,12/11/1984,
231562,26/04/2005,05/11/2004
94578,12/01/1974,04/01/1982
16176440,30/05/2013,
38315,23/08/2005,28/10/2001
17156015,29/01/2013,01/11/2013
223380,26/10/2010,28/07/2002
24580,03/12/2002,28/10/1984
62292,30/01/2001,28/10/1998
81779,27/02/2003,28/10/1980
23005802,28/08/2014,
82436,09/05/2006,10/05/1992
8138071,22/02/2011,01/06/2011
45791,05/04/2005,01/01/1951
22443261,01/05/2014,13/05/2013
6134783,30/06/2009,01/01/2009
252,12/01/1994,28/10/1949
77507,01/10/1993,28/10/1992
465904,12/12/1988,10/01/1988
10841167,02/09/2011,
49596,30/07/2008,28/01/2022
28187230,19/07/2016,30/06/2016
1629601,25/03/2008,
23359964,31/03/2015,26/02/2014
175004,16/02/2006,28/10/2003
783505,13/08/2002,28/10/1942
22695,25/07/2006,28/10/1998
968868,01/06/1998,28/10/1983
11106458,19/04/2011,
4836308,22/05/2009,
268187,01/07/2002,27/11/1995
22522805,01/03/2015,
218431,01/09/2000,06/01/1944
10235,31/08/2004,28/10/2003
13530973,27/11/2012,
17332310,10/12/2013,24/03/2004
21015194,07/01/2014,
22842297,,23/06/2011
26792006,20/09/2015,12/06/2011
74731,28/10/2008,10/01/2004
12369942,28/08/2012,
22318578,14/10/2014,15/01/2011
182185,,28/10/2022
15730101,01/04/2011,28/02/1928
6457229,22/09/2009,
18104607,01/07/2014,
16433,31/10/2006,28/10/2005
3331756,01/01/1970,28/10/1969
397507,01/04/2014,28/10/1961
17312201,18/06/2013,05/07/2013
12849385,17/04/2012,
10628,01/04/1979,28/02/1978
34368744,11/02/2017,
63137,01/01/1990,28/10/2014
28734,03/07/1990,
30068,14/08/2006,06/01/2006
51070,14/08/2003,28/10/1982
35823649,29/03/2018,
2501455,01/01/1970,28/10/1997
32682,01/05/1992,08/04/1987
9917945,13/09/2011,
6427,01/06/1996,01/10/1996
416580,15/04/1996,28/10/1995
8293938,12/10/2010,
867247,28/05/1988,28/10/1945
6422,15/06/1999,15/06/1998
18266,26/10/2006,28/10/1932
3418880,22/05/2008,
6604712,02/11/2009,31/10/2009
994156,01/01/1970,
30335,11/09/2001,05/09/2000
24767,01/03/2006,03/01/2005
28385,25/01/2005,28/10/2013
13502970,28/11/2012,27/11/2012
12792658,07/11/2013,15/10/2013
1651302,01/09/2007,
108202,01/07/2002,28/10/2006
237320,04/10/2005,28/10/2000
5199022,30/09/2008,09/01/2008
937020,01/04/1997,28/10/1928
13083,14/03/2006,09/10/2002
7132363,07/01/2010,
7970273,01/09/2010,
113429,15/05/2007,
17237477,05/01/2013,
16070143,22/10/2013,
6660747,01/02/2010,28/10/2010
7912007,01/11/2010,
352262,01/05/2004,02/01/2003
1059,10/05/2005,28/10/1979
205218,27/06/1996,28/10/1977
25807,09/09/2010,28/10/1934
12810834,05/04/2012,15/09/2008
12027429,18/12/2012,
118252,01/01/1970,28/10/1950
16331,01/09/2006,28/10/1930
32255,29/08/2006,23/08/2005
20579287,30/09/2014,28/10/2014
589979,01/05/1988,01/01/1987
248103,01/05/2002,
723456,01/01/1970,28/11/1937
35212978,22/02/2018,
21416690,15/01/2015,
46087,02/12/1999,28/10/1981
89370,01/11/1994,28/10/1992
1537534,01/06/2008,05/01/2008
19486,,28/10/1987
4929705,31/03/2009,28/10/2009
29582,31/08/2004,28/10/1986
45252,02/03/2005,03/02/2004
7199667,25/05/2010,
2339,31/12/1998,28/10/1998
24472,26/06/2007,28/10/2007
7116709,07/01/2010,
129619,01/07/2003,28/10/1989
28434,26/08/1993,10/12/1975
321566,23/10/1989,28/10/1983
3304,27/04/2004,28/10/2002
16790,27/10/2020,11/01/1998
37847,03/03/1999,28/10/1998
8109130,22/02/2011,01/01/2011
139390,01/02/1991,28/10/1970
266607,01/10/2006,31/05/2002
16171291,25/06/2013,28/10/2013
40117,01/01/1970,
10586539,07/08/2012,08/01/2012
22816087,19/05/2015,
2917816,04/11/2008,
3206011,01/05/2008,28/10/2008
18137087,09/09/2013,
366524,01/01/1970,28/10/1934
794779,01/07/1994,28/10/2013
10874177,05/02/2013,
78982,16/05/2004,28/10/1976
759517,01/01/1973,28/10/1964
43263680,08/10/2019,
310258,28/10/1976,11/05/1962
28481,01/10/1990,28/01/1990
10836728,11/01/2012,
16123975,29/08/2013,
77448,08/04/1989,04/01/1988
604803,13/11/2007,28/11/2007
61958,04/10/1997,28/10/1983
6618272,01/07/2009,
30243,14/01/2005,01/03/2004
30271,27/09/2005,28/10/2004
9256414,07/06/2011,
451565,07/11/1996,28/10/1978
17317675,11/06/2013,18/05/2013
25664563,05/04/2016,04/05/2015
2051840,24/06/2008,
5356711,07/04/2009,28/10/2008
82895,01/01/1980,28/10/1979
205189,01/12/1984,28/10/1935
175078,04/10/1999,28/10/1948
8951,06/09/2006,28/10/2002
17880714,03/03/2014,
5135,01/10/1996,28/10/1928
6351939,25/08/2009,18/08/2009
49570871,01/12/2019,04/06/2010
263145,02/01/2007,07/05/2005
21718,01/10/2002,05/01/2001
825508,01/11/1994,24/09/1993
234724,16/06/2003,08/09/2002
92417,07/05/1998,28/10/1962
6512154,15/07/2009,
6600137,05/01/2010,
3295695,01/09/2008,28/10/2004
478894,27/08/2002,28/10/1979
